id,house_size,bedrooms,bathrooms,floors,year_built,location_score,distance_city,garage,garden,school_rating,crime_rate,house_price
80,335,2,2,1,1987,7.895356628084797,5.464411500703104,1,1,3.5421000831798053,0.3380216772720682,1254336
81,252,1,1,1,2005,1.713299780214527,7.771894421574145,1,0,3.2262940633882935,0.8874908251659644,749935
82,247,1,2,2,2022,9.596850347062725,8.431474404074176,0,1,1.2364710428240315,0.3260972435593046,935921
83,276,1,3,2,2004,6.467936275486578,28.918358524185283,2,0,2.818979229807789,0.17949707205331067,876200
84,377,2,3,2,1999,9.088248729875895,26.642226325335727,0,0,3.361712993826496,0.5766346426824969,1272562
85,92,3,1,2,1987,7.056667847889525,10.717181395255711,0,1,1.5658818128051761,0.5551377762557467,432341
86,319,3,2,1,1990,5.831292646507674,14.265790033647459,0,1,6.07247900832314,0.618913557112957,1094422
87,256,1,1,1,2021,2.552461158937894,8.915757490230392,1,1,2.140879245175614,0.3021395985763492,805040
88,291,2,2,2,2001,2.601587171879204,22.40813541085739,1,0,5.599687590927878,0.3199689158633715,890531
89,227,1,3,1,1974,5.253132627577263,5.255669922619606,1,0,2.700831871700665,0.23743008352758632,806001
90,80,5,1,2,2010,8.833979940772394,10.489121185339439,1,0,9.421529514521435,0.9284009702249963,484337
91,196,3,1,1,1992,2.036968100936706,18.380081854578105,2,1,3.763878055311695,0.6829557315638783,610203
92,54,4,2,1,1999,9.985466346631695,26.381662110558402,1,1,1.836356273346209,0.7562557487942132,325080
93,340,1,2,1,1996,8.883210308513494,19.248732600044185,1,0,8.525388928522606,0.1941631401075603,1189051
94,104,5,2,1,1984,4.533028935981882,28.221930223053985,2,1,4.6183273947129955,0.6615782908664943,405181
95,384,3,3,2,2010,3.278064976819886,27.958873816463466,2,1,8.381088239399382,0.7626643172623185,1203784
96,366,2,2,1,1983,9.297964856490887,21.689834159415277,0,0,3.8124062482313557,0.3424561070762363,1218806
97,48,3,3,2,1990,2.1089045731297213,8.721706868492266,2,0,5.5003399819640935,0.15769260701247456,266297
98,383,2,2,2,2003,4.1256094187724806,20.650832594078338,2,0,5.008215719261117,0.6970042495111962,1193892
99,168,2,2,1,1995,1.7552111364459428,6.185762275407356,1,0,6.021157155678578,0.6111435920334699,566877
100,175,1,3,2,1994,9.581160517580892,10.329538728992427,1,0,4.614860668162696,0.575618248142197,719605
101,102,1,2,2,2019,6.558606538078486,22.858032661491368,1,0,5.471219355636178,0.1825666459055617,434006
102,178,3,3,2,2014,4.025616802060949,25.593642010782332,1,0,7.113947658332207,0.2624920904379473,607737
103,120,5,3,2,2000,3.4793484883335477,12.794682199415911,2,0,4.732145004652218,0.6248845291896271,505310
104,202,3,2,1,2022,4.996848641887222,15.941387884015688,1,0,7.159642717784257,0.6135862240850151,718342
105,328,4,2,1,2017,1.8224062930654377,11.890919464194505,1,0,7.428717272964372,0.5547228334817776,1101891
106,300,2,1,1,1975,9.00414037208874,14.6393560236625,0,1,7.740340890795635,0.7681393659872465,1063785
107,270,2,2,1,2017,5.5984633925565435,15.618385245385818,2,0,5.238431524365405,0.8146571979027818,942152
108,80,1,1,2,1973,7.525883122149739,20.909116702386235,2,0,1.0341107239460139,0.27651413537660585,342485
109,67,5,2,2,1993,3.1037125752498893,22.64047170088517,2,0,7.781599653980347,0.15760756429117628,314465
110,174,1,3,1,2011,5.533743347890192,29.26297915806407,0,1,9.18176606130958,0.20116778410171166,641045
111,240,4,3,1,2000,2.8997752269426025,13.410719489169503,2,1,6.873560879091038,0.2813087959317253,888712
112,367,3,1,2,1988,8.344851531585373,2.9526249237128614,2,0,5.720923217014621,0.9477485726091688,1378989
113,307,3,2,1,1980,7.977475088569352,20.80090692725358,1,0,6.036321931998256,0.13716211507151244,1107828
114,72,5,1,2,1998,2.333820917767595,15.199097171742062,2,0,6.767305828530861,0.8787614911253463,284781
115,87,1,2,1,1974,1.6705621066245961,25.310142323548327,1,1,9.986721804544343,0.20337745920416395,281796
116,101,1,2,2,1987,8.417770628992477,4.823057929719225,0,1,1.5585034405791225,0.3484457130493548,511160
117,255,4,3,2,1972,1.986831142653374,19.524962886869623,1,0,1.1906460752843926,0.1258726633963113,779824
118,332,3,1,1,2009,5.936355826168019,14.04812238152558,0,0,9.677511818693844,0.10336035097576057,1171497
119,138,1,3,1,1980,5.810385681382662,12.869439348613405,0,0,4.96427174055151,0.09514304312287236,486898
120,211,5,3,1,1990,2.8264966131894043,17.163545282792576,0,1,6.5111832398758125,0.3427589066657942,777898
121,399,3,3,2,1999,6.3222081929630445,20.68339068338086,1,1,7.780968503374042,0.5236920889942278,1354123
122,253,4,1,1,1988,5.524796867181429,25.602359655075922,0,1,7.678866071500446,0.20080754001236,868287
123,74,5,2,1,2022,5.58270300135825,7.435791841231307,1,0,6.824747738212499,0.9326742314462974,415162
124,266,2,2,1,1994,4.237299787822022,9.146294435563824,1,1,5.247023842125026,0.5864187801675689,911329
125,140,4,1,1,2004,8.545857012326506,16.68315487254991,1,0,6.184704258200011,0.8850647549504084,577660
126,170,5,2,1,1981,1.7593350658142446,10.723435701273612,0,1,7.566814146843889,0.14881878364755063,654078
127,296,1,1,2,2016,4.947607430638024,17.26616339596104,1,0,8.657330647921473,0.1434944880728174,988871
128,44,2,1,1,1995,3.338347223480677,6.404448545330722,1,0,2.1457364234514955,0.8467527020828001,178243
129,257,4,2,1,2017,8.635899267659632,9.575610327351356,0,0,3.501627441582843,0.5679813545686938,1019199
130,294,1,3,1,1974,3.025724356472982,10.08283871854138,1,0,4.578352831959981,0.938586795271088,942244
131,398,2,1,1,1988,7.9032234120922,29.773457418957612,0,1,6.989484364029262,0.14689685234775307,1296705
132,322,3,1,2,1996,6.503637901529824,25.70327574601341,0,0,4.561042732191685,0.026017979620863052,1057227
133,246,1,1,2,2007,8.873112298420263,25.21216872324981,0,1,3.149965427054467,0.9165605490855185,813071
134,54,5,1,1,1998,6.344145486289693,15.650312168561575,1,1,1.2982868180044547,0.698837105247886,293894
135,385,4,2,1,1981,6.008359297631626,14.272017124253363,1,1,8.582571471010379,0.8071680483499724,1311713
136,81,2,2,1,1988,8.210169456233617,2.5687035797817144,2,1,4.770403866290095,0.29601401359915014,525202
137,218,1,1,2,1978,6.062378198484072,6.321134019599429,2,0,3.9630609902407854,0.0030664194831129254,799814
138,102,3,3,2,1987,8.600878530820342,26.912730249570487,2,0,5.777435990142735,0.4828798495490627,493062
139,391,4,2,1,1998,1.4438622682820583,16.006421931394556,0,1,2.106278080236299,0.9900094157846904,1167616
140,270,4,3,2,1972,5.456348682944717,29.629428649603994,2,0,4.576225222874408,0.9075374170678531,895714
141,280,1,3,2,1992,8.314223620399686,17.957745932294756,1,0,7.76607164199613,0.07202278504409276,1049488
142,91,3,1,2,1999,8.635286322239812,11.635869071444345,0,0,7.6250570423432364,0.18778365997352853,497534
143,135,2,2,2,2015,8.506498396684304,8.58624230794199,0,1,7.947067269698111,0.3112278971188117,609699
144,261,1,1,2,1993,6.439431876504074,27.591610115358723,1,1,5.2067538289200614,0.8304004552763838,829449
145,270,2,1,2,2022,9.945742079260915,11.436602566405746,2,0,4.320223518137928,0.8247144317460068,1035501
146,276,4,3,1,2006,2.632476770251131,4.811177202744975,2,0,8.482964486999833,0.18500450283385472,995532
147,182,2,3,2,2006,2.5701182144878123,8.708631867854013,1,0,2.5596193409900767,0.5330800771447405,613348
148,210,3,3,1,1973,1.2954040707205743,19.545883330040677,1,1,7.526240021308749,0.5017948658774806,674757
149,68,5,1,2,1997,9.904034586300604,4.423808061807906,2,1,8.991525641468758,0.41428049579794635,558991
150,75,3,1,1,1985,4.132184568001037,3.2012074158059547,1,1,3.5753705046470223,0.5359204559019719,406560
151,52,2,1,2,1982,7.858487615848929,13.999984772611077,2,1,2.78015879995179,0.2927888640257923,321594
152,199,1,1,1,1977,1.537392814979315,2.967725489267016,1,0,5.612721442333715,0.5315491726585095,654902
153,366,4,1,1,2022,3.6881929569696084,12.091674383148712,2,1,2.947516137238579,0.6856081830756234,1243241
154,226,5,1,2,2017,6.614626072554114,10.020394670581528,1,0,8.836916663826113,0.06250327733434036,925941
155,282,1,1,1,1994,5.723020864893385,12.048576915892193,0,1,3.1997521090676733,0.9673058998757007,923517
156,125,1,1,1,1971,2.8697341572629727,14.889755075980155,0,1,3.825693293173905,0.16530359896679225,414797
157,323,3,2,2,1999,5.1543362151296,5.967205020726886,0,0,8.995775874320927,0.3602986632197107,1142609
158,105,2,2,1,2009,1.979037926846614,13.551520830017651,1,0,2.8505945797236225,0.4706273625122561,362626
159,209,3,2,2,1972,5.884331250245535,11.164814229334095,2,1,8.963056232799977,0.040984440528623045,870035
160,84,2,2,1,1992,1.8724729874956312,23.966469195453577,2,1,2.8882266345715553,0.5483618355825707,243484
161,101,3,1,1,1998,6.723419118035614,20.993329815361275,2,0,9.206250952996191,0.8699737669656148,456331
162,173,1,1,2,2010,2.398218202721906,26.239982569867355,0,1,3.8587771278653293,0.9010181629474432,425314
163,323,4,3,1,1999,5.923773030411629,20.235785227968254,0,1,3.2161113232134904,0.32619162758927234,1095677
164,67,2,3,1,1980,2.1620861184089746,4.072006060422185,2,1,5.294707939125846,0.5587966086759943,319480
165,147,5,2,2,1990,4.606393903043804,15.458771990747938,1,0,4.323011529906854,0.7767974316097154,566168
166,83,5,3,2,1996,4.166483903078132,22.40285315599594,1,1,2.815747183344194,0.25284571188618044,335477
167,379,1,2,2,1993,7.807696298497173,25.329515060236016,2,0,4.045184182804125,0.5284725081084274,1194837
168,325,3,1,1,2021,6.770454801528354,5.847633211158365,2,1,7.419064088996697,0.36672159966484796,1203065
169,370,3,1,1,2000,9.433799383626914,7.093328131786696,1,1,8.487105742815455,0.37817495968099224,1389382
170,167,1,3,2,1999,9.297195867566778,25.93610053083071,2,1,8.386856483897557,0.0941375326797742,717658
171,387,5,1,1,1970,7.524964257052266,14.81942616591707,1,0,7.811355235604427,0.4068896351035325,1387280
172,270,5,1,1,1970,7.935271665308126,13.846478879453247,1,0,1.048916372366723,0.16087925680311177,1008586
173,229,3,2,1,1977,6.62421174919376,15.076398311856716,0,0,4.839435524098672,0.3012700724578875,797302
174,264,2,3,1,2017,7.224969076702475,5.6133180576495105,0,0,2.520749598681929,0.3302811028999454,997140
175,322,4,1,1,2011,6.555001317700857,19.015275319952156,0,1,1.6612824329535631,0.4305999454894447,1099610
176,160,2,3,2,2003,3.805885281712521,24.335223737596664,2,0,7.6229384341065956,0.9169137389595404,544464
177,155,5,1,2,1985,4.156206242842338,25.193305395468098,1,1,8.141318833829851,0.6309970856511219,513877
178,272,2,2,1,1996,6.172604451726599,1.3961623861165124,2,0,8.331549821422751,0.9744620384881,1028210
179,298,4,1,1,1973,7.481592346553346,21.59808015758227,2,1,9.01279715826801,0.5906515162588025,1070234
180,398,2,3,1,1988,4.655071413691986,3.1911275276319966,2,1,6.310433718471069,0.8054900431004625,1370064
181,237,2,3,2,1998,2.284010207440791,29.02264186363846,1,1,9.98316819824696,0.8341514662922916,722686
182,176,2,2,2,2010,5.13475451517346,14.726105706065487,0,0,5.35350376280657,0.7390038045601277,627423
183,357,2,1,2,1972,9.668690384815502,23.374746772917085,1,1,8.951490989926727,0.6699149724717016,1228383
184,204,1,2,2,1980,2.926781811256368,18.84480204274968,1,0,2.016466884126833,0.4179149918364674,620803
185,264,5,3,2,1977,6.841621782647146,28.582126592916836,2,0,2.3403115053588532,0.56727614520502,928882
186,346,4,2,1,2008,9.842876183472976,29.222909825341894,2,1,6.313145001167479,0.1937166736328988,1228827
187,273,5,1,1,2002,4.386139475145667,8.726950884363907,0,0,2.1172129472956414,0.6182466463834414,932117
188,211,1,1,1,1977,8.990952479574423,14.74463664364464,1,0,1.6777057435533662,0.5142965220983344,739742
189,191,1,2,1,1994,8.776078454584193,15.375092688636151,0,1,2.764581689856543,0.8043252556429555,724743
190,354,1,3,2,1993,4.051404631226832,5.742082238689638,2,0,8.087831783534405,0.9025436244522131,1185141
191,199,1,3,1,1995,1.8866559260419655,27.166161724156858,2,0,9.347122048121156,0.132794551792915,615951
192,135,2,2,1,1995,2.6068523911010653,10.813392177750128,0,0,4.001205901964808,0.6909078016153959,472394
193,272,5,1,1,1986,4.291742602913099,3.0799753074974934,0,1,9.772802564313041,0.9500463080638774,1032250
194,219,3,1,1,1996,9.632208780507456,5.058719591129227,1,0,8.285954196968952,0.91788083741715,883664
195,152,4,1,2,1998,3.4700513054328734,15.642465215817653,0,1,3.034969449666039,0.8344262503036441,530896
196,357,1,1,2,2012,9.341782713344491,26.509716858242122,0,1,6.275034990882871,0.04834100043357581,1205311
197,91,5,3,1,2008,2.6322821705540305,19.032450664894505,1,0,9.836140731412106,0.25248411663987236,409942
198,307,1,1,1,1978,9.728311831220815,6.837529220677775,2,1,8.639072315416282,0.14828846472060897,1226698
199,334,1,2,1,1983,3.6424408185819743,9.255686177910587,1,1,4.270231745106823,0.9269344608369078,1097751
200,152,1,2,1,1974,6.69783037097085,29.292740027586696,2,0,3.7569064164597,0.7488898155456967,518933
201,140,1,2,2,2019,1.627221020234797,2.0590418888576743,2,0,8.37328733424135,0.5317846363302735,519720
202,152,1,2,2,1999,3.6969775406858334,29.83298068969992,0,0,5.942486770584137,0.9794002354210168,453618
203,120,4,1,1,1997,2.896393657405455,27.222801919804528,0,1,2.470982637977327,0.19471876534103727,359986
204,226,5,3,1,2014,1.0307500181550302,20.515256517721852,0,0,3.950493025454303,0.6415719177989069,692586
205,152,1,1,2,2006,2.4109280894559175,28.324469410583042,0,0,6.956316796363773,0.6093810282736377,416950
206,41,1,3,2,1977,6.337932848534718,4.997801496980916,0,1,2.378429957253733,0.34045424491986054,298055
207,169,1,1,1,1984,4.50928155884193,28.306386135628042,2,0,7.288445866660755,0.48538029208436784,560645
208,259,1,3,1,1997,7.5031388323429145,6.770964965628776,1,0,7.389358853208308,0.2353861686599722,994924
209,93,2,2,1,2005,7.039671402763064,16.613281332797197,0,0,3.4367171946520503,0.6771147557479799,422107
210,382,2,2,2,2002,8.193695581071267,14.918470583125643,2,1,4.58227514648606,0.41824071034030463,1374538
211,263,3,3,2,1975,8.803225207293663,15.617513912436737,0,0,9.419055981141398,0.023550096979051416,1012856
212,264,1,3,2,2020,8.378429528112957,8.387702958021546,1,1,7.742582090334672,0.9507852230739432,1033562
213,165,3,3,2,1981,5.032547557465462,23.52884147243499,2,1,8.090295900096,0.5014191572724409,628204
214,169,4,2,2,1976,3.7785495732895695,22.406207374300784,1,0,5.6463867079512955,0.7056338797012782,595877
215,92,3,2,1,2014,5.520722166716245,28.64197140366629,0,0,2.9182593776576042,0.19692999017803192,302297
216,211,5,1,1,1997,5.816156559742378,15.456235323250176,2,0,6.321303213551626,0.1272297179160361,843223
217,257,2,3,1,1976,3.818570652477001,16.668715957509644,1,0,7.9489386113500204,0.9024219296465643,848684
218,199,2,3,1,2010,5.8600589062579145,27.149500821217533,0,1,1.0349493781418033,0.5909325233188955,657265
219,237,1,3,2,1970,1.9520168694816844,27.623468879698514,0,0,2.023986279389587,0.49335087188299764,652494
220,286,1,2,1,2022,3.079376155137592,19.66133223916542,2,1,5.268647041822706,0.5211500356541103,903028
221,363,4,3,2,1993,7.714432782015,24.70165509429035,0,0,4.934765326989389,0.23620259720508552,1239792
222,242,4,3,2,2014,2.64549005491366,15.401621385799313,1,0,9.840547412154873,0.9126863685127253,857080
223,223,5,2,1,1988,2.2513406341906013,11.951768138489163,0,1,1.8293761053750073,0.21424018460371452,767311
224,162,1,3,1,2022,3.5860887218868713,25.990015718661855,1,1,3.9131772629390373,0.15800627783399834,529810
225,294,1,1,1,2001,4.339442050851278,23.429522669140876,1,1,8.335993847915649,0.9300458878555408,926270
226,333,4,2,1,1999,3.9569381600339386,7.6511420227943105,1,0,6.511848342727277,0.25757385630306917,1145413
227,319,4,2,1,1970,4.371448463779643,1.905531154239568,1,0,6.054529971098235,0.8624847188897692,1143304
228,364,4,2,1,2001,2.259211086078475,17.185194995679172,2,0,7.670809347254438,0.7725128074962367,1186067
229,137,2,1,2,1989,2.4885564217685827,25.327687380620674,1,1,1.3598470950016206,0.38194361755846495,361407
230,237,3,2,2,1990,3.12251481637817,7.792443213301214,2,1,9.52742528530501,0.25400200628909886,887048
231,279,3,2,2,1988,4.617928157079811,23.13816384094844,2,1,2.72137554439062,0.7589885745560297,912284
232,183,1,2,1,1999,4.02309191456593,12.713213404861458,2,1,1.736537741223933,0.5975986909500539,621556
233,136,2,2,2,2019,8.122014382839485,10.403402029937942,0,0,4.050582198151771,0.25404034977302326,598964
234,240,4,1,1,1997,5.729661219367683,5.59808088351765,1,1,7.321206093702988,0.8908794660871303,911354
235,163,1,3,1,2001,6.181309243415219,28.06166110714668,0,0,3.083349264925571,0.7209824177529829,499874
236,226,2,3,2,1999,6.045336409635101,7.158091975406736,1,1,1.4487511341697183,0.9092781306896975,824897
237,365,5,2,2,1992,4.5889755270606685,8.736064854125559,2,0,1.5167156185081776,0.4374703869643328,1188057
238,388,2,1,1,1996,9.824349689077902,10.278891194127848,0,0,3.309193180910192,0.12819951421274134,1380309
239,298,1,2,1,2006,1.3359589943094488,8.897526430143742,0,0,2.217464699972683,0.9240753615900182,912685
240,187,3,3,2,1995,2.942540002987998,5.305715513050608,2,0,4.351897994334678,0.6014260305637565,709389
241,291,4,3,2,1972,3.5618922878956587,10.956276873636527,2,0,2.557657756445122,0.6060595004707697,991845
242,385,5,1,2,2000,8.93168260004359,14.417297521674179,2,0,4.098829039156868,0.5842654412897157,1394208
243,186,2,3,2,1971,9.269822222237394,16.777289142481457,0,0,5.000384177285474,0.4723930225297086,762478
244,187,1,2,2,1979,8.614934378329565,5.1167382582695256,2,1,7.682852874255768,0.2550430798103256,792120
245,391,1,1,2,2007,4.752558829663202,23.492706102791498,0,1,3.0465957418494485,0.6130218780209203,1179665
246,238,4,3,1,1988,9.231615007661592,9.690117368883117,1,1,5.275573965280916,0.7186027443067806,975628
247,347,1,2,2,2000,1.8865728659970444,27.579485658094107,2,1,8.33819673260109,0.9165431850231405,1037382
248,167,1,1,1,1998,6.8719123025407445,10.221796832367296,0,1,9.877394705926687,0.07214770806484894,711248
249,78,4,2,1,1994,9.435013998233721,25.954926907713187,2,1,6.0157555308688,0.25470953255249007,449206
250,377,5,3,2,2001,7.794098560648913,10.899710991344634,2,0,4.8908833055537215,0.7766857867555,1364731
251,399,3,2,2,1986,3.5008045174201263,15.422067230692852,0,0,6.683798162608396,0.7751506934839328,1290218
252,168,3,1,2,2020,7.457552359911858,11.484463383231756,0,0,5.37666094499215,0.21203450612575314,681718
253,306,2,2,1,2014,3.652870326063973,11.919311779573867,0,0,2.482809782890844,0.18471767887639456,1021629
254,190,5,3,1,2018,2.004239027890648,18.74817500887571,2,1,5.135024638666521,0.36714020925945035,712648
255,337,2,1,2,1992,7.45499380450383,20.941393545449344,1,1,9.811902753279647,0.06291536508482332,1216722
256,138,3,1,2,1987,2.613039793425519,26.178968884143398,1,0,6.763857816921579,0.7303607855363939,437820
257,302,4,3,1,1980,1.9995844493412231,17.287049995542827,2,1,3.5508903301484205,0.6698087251048863,986394
