user_id,event_timestamp,age,tenure_months,monthly_spend,num_logins_last_30d,num_support_tickets,churn
123,2026-03-01 10:00:00,52,24,132.42,25,6,0
124,2026-03-01 10:00:00,50,11,45.52,29,1,0
125,2026-03-01 10:00:00,21,51,72.9,22,4,0
126,2026-03-01 10:00:00,57,17,190.77,16,3,0
127,2026-03-01 10:00:00,27,8,164.32,18,2,0
128,2026-03-01 10:00:00,53,35,139.2,11,3,0
129,2026-03-01 10:00:00,27,35,76.41,20,4,1
130,2026-03-01 10:00:00,23,33,137.3,25,1,0
131,2026-03-01 10:00:00,66,59,126.99,29,1,0
132,2026-03-01 10:00:00,54,5,117.34,29,3,0
133,2026-03-01 10:00:00,49,42,162.67,22,1,1
134,2026-03-01 10:00:00,60,39,102.14,24,4,1
135,2026-03-01 10:00:00,40,58,124.04,13,3,0
136,2026-03-01 10:00:00,48,41,96.29,17,1,0
137,2026-03-01 10:00:00,43,28,139.49,21,2,0
138,2026-03-01 10:00:00,60,7,76.95,16,3,0
139,2026-03-01 10:00:00,42,9,107.96,14,3,0
140,2026-03-01 10:00:00,24,8,143.82,25,1,0
141,2026-03-01 10:00:00,20,12,98.57,20,2,0
142,2026-03-01 10:00:00,22,34,115.39,16,3,0
143,2026-03-01 10:00:00,58,33,195.32,21,3,1
144,2026-03-01 10:00:00,62,48,175.16,24,2,0
145,2026-03-01 10:00:00,51,55,149.8,14,4,1
146,2026-03-01 10:00:00,49,23,128.5,22,3,0
147,2026-03-01 10:00:00,56,24,117.46,25,2,0
148,2026-03-01 10:00:00,61,37,84.11,19,3,0
149,2026-03-01 10:00:00,24,35,79.22,19,2,0
150,2026-03-01 10:00:00,18,44,87.65,11,0,0
151,2026-03-01 10:00:00,54,40,139.2,19,2,0
152,2026-03-01 10:00:00,61,22,112.83,17,1,0
153,2026-03-01 10:00:00,43,27,107.51,24,3,0
154,2026-03-01 10:00:00,25,35,112.54,13,1,0
155,2026-03-01 10:00:00,66,1,57.68,15,1,1
156,2026-03-01 10:00:00,35,35,96.24,20,2,0
157,2026-03-01 10:00:00,47,37,103.84,19,1,0
158,2026-03-01 10:00:00,28,47,48.21,15,1,0
159,2026-03-01 10:00:00,53,14,136.78,15,0,0
160,2026-03-01 10:00:00,32,3,135.78,20,1,0
161,2026-03-01 10:00:00,35,1,169.92,18,2,1
162,2026-03-01 10:00:00,63,5,117.55,21,1,1
163,2026-03-01 10:00:00,66,26,99.29,18,1,0
164,2026-03-01 10:00:00,32,55,90.35,27,1,0
165,2026-03-01 10:00:00,50,14,151.54,17,3,0
166,2026-03-01 10:00:00,67,39,150.2,21,1,0
167,2026-03-01 10:00:00,31,27,135.36,22,1,0
168,2026-03-01 10:00:00,46,9,108.11,28,1,0
169,2026-03-01 10:00:00,65,15,187.68,14,2,0
170,2026-03-01 10:00:00,46,15,114.86,21,3,0
171,2026-03-01 10:00:00,59,26,99.26,14,1,0
172,2026-03-01 10:00:00,52,42,145.5,17,4,0
173,2026-03-01 10:00:00,31,13,100.56,17,2,0
174,2026-03-01 10:00:00,35,51,65.65,32,3,0
175,2026-03-01 10:00:00,62,32,205.95,26,2,0
176,2026-03-01 10:00:00,42,39,151.21,30,1,0
177,2026-03-01 10:00:00,31,49,123.49,19,3,0
178,2026-03-01 10:00:00,54,52,125.78,21,3,0
179,2026-03-01 10:00:00,61,32,73.68,21,3,0
180,2026-03-01 10:00:00,53,4,123.47,9,1,1
181,2026-03-01 10:00:00,49,30,109.83,19,1,1
182,2026-03-01 10:00:00,64,37,98.54,22,2,0
183,2026-03-01 10:00:00,67,23,73.09,19,5,0
184,2026-03-01 10:00:00,25,39,74.59,21,1,0
185,2026-03-01 10:00:00,43,45,119.69,30,1,0
186,2026-03-01 10:00:00,21,15,117.72,23,1,0
187,2026-03-01 10:00:00,30,43,127.35,13,0,1
188,2026-03-01 10:00:00,42,29,98.36,29,1,0
189,2026-03-01 10:00:00,59,36,90.55,21,2,1
190,2026-03-01 10:00:00,43,13,151.32,18,0,0
191,2026-03-01 10:00:00,45,32,131.04,21,3,0
192,2026-03-01 10:00:00,68,7,144.69,16,2,0
193,2026-03-01 10:00:00,33,59,176.95,29,2,0
194,2026-03-01 10:00:00,26,51,115.6,19,2,0
195,2026-03-01 10:00:00,68,22,73.08,25,1,0
196,2026-03-01 10:00:00,61,28,84.11,25,3,0
197,2026-03-01 10:00:00,48,2,89.11,26,3,1
198,2026-03-01 10:00:00,52,42,96.73,15,0,0
199,2026-03-01 10:00:00,40,45,109.24,17,4,0
200,2026-03-01 10:00:00,54,57,157.67,26,2,0
201,2026-03-01 10:00:00,20,53,81.65,19,3,0
202,2026-03-01 10:00:00,54,6,107.78,18,1,0
203,2026-03-01 10:00:00,40,28,134.08,29,2,0
204,2026-03-01 10:00:00,60,28,131.98,18,2,0
205,2026-03-01 10:00:00,24,44,117.02,17,1,0
206,2026-03-01 10:00:00,19,44,152.0,24,2,0
207,2026-03-01 10:00:00,35,20,135.21,24,1,0
208,2026-03-01 10:00:00,52,30,234.2,24,3,0
209,2026-03-01 10:00:00,59,11,56.21,24,1,0
210,2026-03-01 10:00:00,33,58,129.53,16,2,0
211,2026-03-01 10:00:00,36,55,56.93,18,2,0
212,2026-03-01 10:00:00,55,28,140.29,28,3,0
213,2026-03-01 10:00:00,19,25,169.05,24,4,1
214,2026-03-01 10:00:00,56,39,132.78,28,2,0
215,2026-03-01 10:00:00,40,33,204.93,23,1,0
216,2026-03-01 10:00:00,19,1,78.04,16,3,1
217,2026-03-01 10:00:00,47,57,132.76,19,1,0
218,2026-03-01 10:00:00,40,27,123.1,21,1,0
219,2026-03-01 10:00:00,55,57,137.59,17,2,0
220,2026-03-01 10:00:00,50,52,132.76,22,3,0
221,2026-03-01 10:00:00,63,13,151.11,24,1,0
222,2026-03-01 10:00:00,50,41,67.91,24,2,0
223,2026-03-01 10:00:00,67,3,163.49,17,2,0
224,2026-03-01 10:00:00,45,39,100.01,14,0,0
225,2026-03-01 10:00:00,39,6,155.7,26,0,0
226,2026-03-01 10:00:00,40,8,154.44,25,2,0
227,2026-03-01 10:00:00,45,27,82.68,15,3,0
228,2026-03-01 10:00:00,49,9,104.32,20,4,0
229,2026-03-01 10:00:00,63,37,82.91,14,3,0
230,2026-03-01 10:00:00,40,33,99.8,12,2,0
231,2026-03-01 10:00:00,48,51,150.62,19,4,0
232,2026-03-01 10:00:00,30,42,151.4,28,2,0
233,2026-03-01 10:00:00,29,44,152.62,24,3,0
234,2026-03-01 10:00:00,61,24,111.96,23,2,0
235,2026-03-01 10:00:00,41,15,46.77,29,2,0
236,2026-03-01 10:00:00,36,59,119.74,25,2,0
237,2026-03-01 10:00:00,20,54,173.86,13,3,0
238,2026-03-01 10:00:00,49,32,163.91,15,1,0
239,2026-03-01 10:00:00,45,32,86.72,25,2,0
240,2026-03-01 10:00:00,35,24,181.03,20,2,0
241,2026-03-01 10:00:00,21,41,79.89,26,1,0
242,2026-03-01 10:00:00,32,52,121.61,17,4,0
243,2026-03-01 10:00:00,33,49,86.65,16,2,0
244,2026-03-01 10:00:00,44,49,213.8,20,4,0
245,2026-03-01 10:00:00,68,58,118.71,27,2,0
246,2026-03-01 10:00:00,57,52,64.69,15,1,0
247,2026-03-01 10:00:00,39,12,172.19,19,3,0
248,2026-03-01 10:00:00,47,39,68.73,16,1,0
249,2026-03-01 10:00:00,39,2,104.93,22,4,0
250,2026-03-01 10:00:00,46,3,171.18,22,2,0
251,2026-03-01 10:00:00,28,49,105.3,14,3,0
252,2026-03-01 10:00:00,53,37,135.05,16,3,0
253,2026-03-01 10:00:00,65,49,79.81,11,3,0
254,2026-03-01 10:00:00,65,56,197.21,23,1,0
255,2026-03-01 10:00:00,69,17,67.73,21,3,0
256,2026-03-01 10:00:00,32,59,96.2,17,4,0
257,2026-03-01 10:00:00,67,49,109.69,21,1,0
258,2026-03-01 10:00:00,18,2,56.35,21,3,0
259,2026-03-01 10:00:00,21,2,127.4,15,1,0
260,2026-03-01 10:00:00,61,28,168.68,18,1,0
261,2026-03-01 10:00:00,61,54,187.78,24,2,0
262,2026-03-01 10:00:00,45,23,143.06,29,1,0
263,2026-03-01 10:00:00,66,37,86.01,19,3,0
264,2026-03-01 10:00:00,40,32,60.64,21,3,0
265,2026-03-01 10:00:00,34,33,240.1,10,3,0
266,2026-03-01 10:00:00,56,1,165.89,17,2,1
267,2026-03-01 10:00:00,33,19,182.23,22,3,0
268,2026-03-01 10:00:00,41,2,132.39,21,3,0
269,2026-03-01 10:00:00,62,53,167.84,26,2,0
270,2026-03-01 10:00:00,64,44,113.22,18,3,0
271,2026-03-01 10:00:00,38,26,69.84,25,1,0
272,2026-03-01 10:00:00,40,32,69.7,23,5,1
273,2026-03-01 10:00:00,37,6,117.48,18,3,0
274,2026-03-01 10:00:00,49,32,126.66,22,1,0
275,2026-03-01 10:00:00,62,55,129.11,16,2,0
276,2026-03-01 10:00:00,64,4,65.86,21,9,0
277,2026-03-01 10:00:00,22,55,130.44,21,3,0
278,2026-03-01 10:00:00,49,11,20.0,34,2,0
279,2026-03-01 10:00:00,31,56,129.23,27,2,0
280,2026-03-01 10:00:00,36,59,86.45,18,3,0
281,2026-03-01 10:00:00,41,17,102.27,27,1,1
282,2026-03-01 10:00:00,53,38,177.0,21,4,0
283,2026-03-01 10:00:00,44,24,127.16,25,3,0
284,2026-03-01 10:00:00,58,5,112.45,25,2,0
285,2026-03-01 10:00:00,58,52,125.49,19,0,0
286,2026-03-01 10:00:00,28,34,170.75,15,1,0
287,2026-03-01 10:00:00,34,6,161.1,25,1,0
288,2026-03-01 10:00:00,47,22,200.55,21,2,0
289,2026-03-01 10:00:00,63,11,79.9,14,2,0
290,2026-03-01 10:00:00,52,48,107.92,19,1,0
291,2026-03-01 10:00:00,32,16,158.48,26,2,0
292,2026-03-01 10:00:00,42,33,165.79,24,4,0
293,2026-03-01 10:00:00,55,9,132.92,13,3,1
294,2026-03-01 10:00:00,24,59,160.48,17,1,0
295,2026-03-01 10:00:00,19,6,115.87,13,1,0
296,2026-03-01 10:00:00,64,16,98.57,24,2,0
297,2026-03-01 10:00:00,20,29,128.61,22,2,0
298,2026-03-01 10:00:00,66,3,84.78,13,5,1
299,2026-03-01 10:00:00,68,20,131.46,22,4,1
300,2026-03-01 10:00:00,51,59,108.14,19,0,0
301,2026-03-01 10:00:00,24,36,57.01,24,2,0
302,2026-03-01 10:00:00,37,19,155.76,20,0,0
303,2026-03-01 10:00:00,67,26,127.17,18,4,0
304,2026-03-01 10:00:00,18,3,112.48,20,1,0
305,2026-03-01 10:00:00,47,19,143.4,16,2,0
306,2026-03-01 10:00:00,18,20,148.02,18,1,0
307,2026-03-01 10:00:00,46,32,155.75,18,3,0
308,2026-03-01 10:00:00,22,7,89.7,18,2,0
309,2026-03-01 10:00:00,20,52,76.75,27,5,1
310,2026-03-01 10:00:00,47,41,85.6,17,0,0
311,2026-03-01 10:00:00,18,33,225.26,28,1,0
312,2026-03-01 10:00:00,60,40,81.14,21,4,0
313,2026-03-01 10:00:00,28,39,162.77,11,3,1
314,2026-03-01 10:00:00,34,18,76.46,14,0,0
315,2026-03-01 10:00:00,56,40,72.79,24,1,1
316,2026-03-01 10:00:00,38,1,54.68,18,3,1
317,2026-03-01 10:00:00,45,11,61.96,17,3,0
318,2026-03-01 10:00:00,21,28,108.22,21,4,1
319,2026-03-01 10:00:00,57,57,128.74,20,1,0
320,2026-03-01 10:00:00,28,25,135.84,19,1,0
321,2026-03-01 10:00:00,69,50,136.43,17,0,0
322,2026-03-01 10:00:00,19,23,145.11,18,4,0
323,2026-03-01 10:00:00,55,31,105.86,18,0,0
324,2026-03-01 10:00:00,26,30,32.6,12,1,0
325,2026-03-01 10:00:00,56,42,115.27,26,2,0
326,2026-03-01 10:00:00,32,35,93.52,18,2,0
327,2026-03-01 10:00:00,54,7,145.29,22,1,0
328,2026-03-01 10:00:00,69,16,150.76,24,1,0
329,2026-03-01 10:00:00,29,26,91.91,21,0,0
330,2026-03-01 10:00:00,54,48,154.87,23,1,0
331,2026-03-01 10:00:00,23,57,116.33,18,2,0
332,2026-03-01 10:00:00,65,52,83.07,17,0,0
333,2026-03-01 10:00:00,58,49,212.82,20,3,0
334,2026-03-01 10:00:00,29,2,105.47,15,1,0
335,2026-03-01 10:00:00,61,1,149.74,20,3,0
336,2026-03-01 10:00:00,50,48,172.21,30,3,0
337,2026-03-01 10:00:00,62,12,142.06,18,4,1
338,2026-03-01 10:00:00,47,5,101.79,17,1,1
339,2026-03-01 10:00:00,60,37,108.59,17,0,0
340,2026-03-01 10:00:00,37,32,33.88,19,0,0
341,2026-03-01 10:00:00,27,59,83.03,27,2,0
342,2026-03-01 10:00:00,29,55,152.05,14,2,0
343,2026-03-01 10:00:00,25,9,114.49,13,0,0
344,2026-03-01 10:00:00,40,41,140.97,14,1,0
345,2026-03-01 10:00:00,21,35,72.11,18,2,0
346,2026-03-01 10:00:00,46,19,109.33,26,3,0
347,2026-03-01 10:00:00,63,48,136.4,23,3,1
348,2026-03-01 10:00:00,50,16,117.46,16,1,0
349,2026-03-01 10:00:00,21,3,190.48,12,2,1
350,2026-03-01 10:00:00,32,20,96.46,16,1,0
351,2026-03-01 10:00:00,29,24,122.18,14,0,0
352,2026-03-01 10:00:00,37,54,128.48,20,4,1
353,2026-03-01 10:00:00,67,56,82.68,21,3,0
354,2026-03-01 10:00:00,65,33,68.58,15,2,0
355,2026-03-01 10:00:00,51,24,131.23,14,2,0
356,2026-03-01 10:00:00,41,52,152.42,23,1,0
357,2026-03-01 10:00:00,33,11,142.82,17,2,0
358,2026-03-01 10:00:00,52,49,148.94,19,2,0
359,2026-03-01 10:00:00,48,8,98.4,22,2,0
360,2026-03-01 10:00:00,60,36,87.44,23,3,0
361,2026-03-01 10:00:00,24,38,110.43,17,1,0
362,2026-03-01 10:00:00,60,40,173.04,25,3,0
363,2026-03-01 10:00:00,31,20,148.1,16,4,0
364,2026-03-01 10:00:00,62,35,69.01,20,0,0
365,2026-03-01 10:00:00,49,48,140.9,23,5,1
366,2026-03-01 10:00:00,44,25,220.77,19,3,0
367,2026-03-01 10:00:00,40,35,167.13,27,1,0
368,2026-03-01 10:00:00,42,25,93.23,23,3,0
369,2026-03-01 10:00:00,62,29,162.75,21,3,0
370,2026-03-01 10:00:00,61,18,128.08,19,1,0
371,2026-03-01 10:00:00,49,46,95.03,16,0,0
372,2026-03-01 10:00:00,52,18,136.62,16,3,0
373,2026-03-01 10:00:00,55,2,172.73,14,0,1
374,2026-03-01 10:00:00,26,54,91.92,17,1,0
375,2026-03-01 10:00:00,66,35,135.94,23,2,1
376,2026-03-01 10:00:00,38,16,87.07,22,4,1
377,2026-03-01 10:00:00,67,41,74.38,26,1,0
378,2026-03-01 10:00:00,63,36,90.37,19,2,0
379,2026-03-01 10:00:00,21,33,85.11,25,5,1
380,2026-03-01 10:00:00,35,4,123.83,20,3,1
381,2026-03-01 10:00:00,59,33,88.27,16,1,0
382,2026-03-01 10:00:00,33,14,186.3,14,2,1
383,2026-03-01 10:00:00,29,21,88.42,15,0,1
384,2026-03-01 10:00:00,68,48,127.46,23,2,0
385,2026-03-01 10:00:00,29,20,177.48,7,0,0
386,2026-03-01 10:00:00,61,56,107.58,15,2,0
387,2026-03-01 10:00:00,42,8,133.27,16,3,0
388,2026-03-01 10:00:00,48,7,192.66,21,1,0
389,2026-03-01 10:00:00,63,3,134.93,24,5,1
390,2026-03-01 10:00:00,62,17,68.79,28,1,0
391,2026-03-01 10:00:00,24,33,145.33,19,1,0
392,2026-03-01 10:00:00,40,48,195.29,25,0,0
393,2026-03-01 10:00:00,58,12,93.71,18,1,0
394,2026-03-01 10:00:00,50,59,174.07,15,5,0
395,2026-03-01 10:00:00,56,51,144.13,19,3,1
396,2026-03-01 10:00:00,26,22,114.26,20,0,0
397,2026-03-01 10:00:00,61,55,136.41,21,1,0
398,2026-03-01 10:00:00,53,22,58.08,13,2,0
399,2026-03-01 10:00:00,34,46,88.14,26,3,0
400,2026-03-01 10:00:00,29,30,124.39,17,3,0
401,2026-03-01 10:00:00,54,38,123.73,26,3,0
402,2026-03-01 10:00:00,59,38,125.64,21,4,0
403,2026-03-01 10:00:00,63,45,145.57,20,5,0
404,2026-03-01 10:00:00,51,51,159.6,24,2,0
405,2026-03-01 10:00:00,65,54,102.7,27,1,0
406,2026-03-01 10:00:00,25,8,77.56,24,0,0
407,2026-03-01 10:00:00,35,27,125.58,12,1,0
408,2026-03-01 10:00:00,37,27,80.66,22,2,0
409,2026-03-01 10:00:00,28,34,100.73,18,2,0
410,2026-03-01 10:00:00,42,21,176.33,24,0,0
411,2026-03-01 10:00:00,62,30,69.56,22,0,0
412,2026-03-01 10:00:00,36,33,124.06,20,1,0
413,2026-03-01 10:00:00,34,28,146.42,15,3,0
414,2026-03-01 10:00:00,40,47,80.5,23,1,0
415,2026-03-01 10:00:00,48,33,137.65,16,3,0
416,2026-03-01 10:00:00,62,5,187.96,21,1,0
417,2026-03-01 10:00:00,20,48,110.32,22,3,0
418,2026-03-01 10:00:00,29,19,150.77,14,2,0
419,2026-03-01 10:00:00,33,4,157.88,18,2,0
420,2026-03-01 10:00:00,28,35,157.99,23,3,0
421,2026-03-01 10:00:00,58,49,171.15,22,2,0
422,2026-03-01 10:00:00,48,17,114.24,23,1,0
423,2026-03-01 10:00:00,68,44,211.34,24,3,0
424,2026-03-01 10:00:00,44,28,138.59,19,0,0
425,2026-03-01 10:00:00,62,30,123.32,28,0,0
426,2026-03-01 10:00:00,34,29,112.05,16,5,0
427,2026-03-01 10:00:00,45,46,148.23,16,2,0
428,2026-03-01 10:00:00,19,53,130.48,25,1,0
429,2026-03-01 10:00:00,55,6,108.01,17,2,0
430,2026-03-01 10:00:00,35,35,106.1,19,5,1
431,2026-03-01 10:00:00,54,41,33.85,23,1,1
432,2026-03-01 10:00:00,30,37,109.33,12,0,0
433,2026-03-01 10:00:00,33,24,159.18,18,6,0
434,2026-03-01 10:00:00,63,29,153.9,24,3,0
435,2026-03-01 10:00:00,20,49,107.02,13,0,0
436,2026-03-01 10:00:00,31,46,146.83,13,2,0
437,2026-03-01 10:00:00,38,53,75.34,18,4,1
438,2026-03-01 10:00:00,61,31,114.26,21,1,0
439,2026-03-01 10:00:00,65,35,98.73,20,1,0
440,2026-03-01 10:00:00,41,33,88.06,17,2,0
441,2026-03-01 10:00:00,21,52,199.97,21,1,0
442,2026-03-01 10:00:00,66,21,163.06,26,2,0
443,2026-03-01 10:00:00,63,32,100.22,17,2,0
444,2026-03-01 10:00:00,59,23,122.01,13,1,0
445,2026-03-01 10:00:00,51,33,20.0,18,1,0
446,2026-03-01 10:00:00,51,3,166.88,15,1,0
447,2026-03-01 10:00:00,24,18,129.42,19,1,0
448,2026-03-01 10:00:00,22,25,126.27,20,1,0
449,2026-03-01 10:00:00,53,42,170.05,14,2,0
450,2026-03-01 10:00:00,37,31,158.73,20,3,0
451,2026-03-01 10:00:00,57,54,176.49,18,3,0
452,2026-03-01 10:00:00,21,58,51.11,17,1,0
453,2026-03-01 10:00:00,40,3,137.98,13,1,0
454,2026-03-01 10:00:00,50,40,121.77,31,1,0
455,2026-03-01 10:00:00,21,46,83.27,36,1,0
456,2026-03-01 10:00:00,35,24,158.23,26,1,0
457,2026-03-01 10:00:00,21,50,123.74,29,5,1
458,2026-03-01 10:00:00,68,32,159.91,22,1,0
459,2026-03-01 10:00:00,58,47,132.05,16,3,0
460,2026-03-01 10:00:00,52,22,107.67,20,0,0
461,2026-03-01 10:00:00,48,23,87.04,19,3,0
462,2026-03-01 10:00:00,38,2,122.13,31,3,1
463,2026-03-01 10:00:00,45,27,108.91,26,3,0
464,2026-03-01 10:00:00,24,42,22.12,16,2,0
465,2026-03-01 10:00:00,63,2,81.66,15,3,0
466,2026-03-01 10:00:00,66,26,78.59,19,2,0
467,2026-03-01 10:00:00,31,17,135.9,19,4,0
468,2026-03-01 10:00:00,18,40,92.08,23,1,0
469,2026-03-01 10:00:00,21,33,117.16,19,1,0
470,2026-03-01 10:00:00,45,9,114.18,20,1,0
471,2026-03-01 10:00:00,50,43,109.74,24,1,0
472,2026-03-01 10:00:00,49,54,62.43,26,4,0
473,2026-03-01 10:00:00,53,48,92.46,16,2,0
474,2026-03-01 10:00:00,58,39,159.14,21,2,0
475,2026-03-01 10:00:00,42,29,167.5,22,1,0
476,2026-03-01 10:00:00,39,42,106.68,25,0,0
477,2026-03-01 10:00:00,22,55,77.98,23,3,0
478,2026-03-01 10:00:00,31,26,85.11,24,4,1
479,2026-03-01 10:00:00,42,35,135.34,17,3,0
