user_id,event_timestamp,age,tenure_months,monthly_spend,num_logins_last_30d,num_support_tickets,churn
99,2026-02-26 10:26:16.827297,45,27,49.11,27,6,1
100,2026-03-01 10:26:16.827297,24,34,31.26,20,3,0
101,2026-02-19 10:26:16.827297,26,27,61.25,42,0,0
102,2026-02-16 10:26:16.827297,25,17,20.85,17,3,0
103,2026-02-24 10:26:16.827297,29,43,110.92,35,5,0
104,2026-02-02 10:26:16.827297,51,59,187.96,34,6,1
105,2026-02-17 10:26:16.827297,50,44,17.48,44,6,1
106,2026-02-15 10:26:16.827297,40,59,33.2,8,6,1
107,2026-02-15 10:26:16.827297,41,51,95.92,37,2,0
108,2026-02-10 10:26:16.827297,54,54,187.44,29,5,0
109,2026-02-06 10:26:16.827297,52,24,70.07,43,7,1
110,2026-02-19 10:26:16.827297,57,25,106.37,33,3,0
111,2026-02-15 10:26:16.827297,39,7,17.9,31,7,1
112,2026-02-26 10:26:16.827297,44,52,38.19,2,1,0
113,2026-02-15 10:26:16.827297,52,6,197.46,2,9,1
114,2026-02-16 10:26:16.827297,18,53,193.37,27,8,1
115,2026-02-18 10:26:16.827297,52,24,10.94,43,8,1
116,2026-02-19 10:26:16.827297,54,33,190.84,14,7,1
117,2026-02-26 10:26:16.827297,31,49,131.43,40,9,1
118,2026-03-01 10:26:16.827297,20,29,174.9,22,9,1
119,2026-02-18 10:26:16.827297,18,43,96.4,39,0,0
120,2026-02-18 10:26:16.827297,22,22,107.96,10,1,0
121,2026-02-17 10:26:16.827297,43,26,102.88,47,5,0
122,2026-02-24 10:26:16.827297,31,28,136.7,31,9,1
123,2026-02-03 10:26:16.827297,56,50,36.53,35,4,0
124,2026-02-17 10:26:16.827297,44,21,15.69,32,8,1
125,2026-02-10 10:26:16.827297,26,49,68.51,23,4,0
126,2026-02-03 10:26:16.827297,32,7,143.89,38,1,0
127,2026-02-05 10:26:16.827297,32,17,48.35,33,9,1
128,2026-02-19 10:26:16.827297,43,20,137.95,27,3,0
129,2026-02-15 10:26:16.827297,59,41,194.28,36,8,1
130,2026-02-11 10:26:16.827297,30,49,27.84,6,0,0
131,2026-02-08 10:26:16.827297,49,20,137.79,3,0,0
132,2026-03-01 10:26:16.827297,56,54,94.31,36,6,1
133,2026-02-04 10:26:16.827297,49,22,174.95,0,2,0
134,2026-02-26 10:26:16.827297,21,28,43.66,0,9,1
135,2026-02-27 10:26:16.827297,47,40,141.6,46,1,0
136,2026-02-10 10:26:16.827297,54,49,169.24,19,8,1
137,2026-02-06 10:26:16.827297,40,7,189.48,18,2,0
138,2026-02-15 10:26:16.827297,56,1,139.82,28,1,0
139,2026-02-09 10:26:16.827297,32,32,104.46,9,7,1
140,2026-02-07 10:26:16.827297,46,13,127.39,17,9,1
141,2026-03-02 10:26:16.827297,53,30,175.09,27,5,0
142,2026-02-06 10:26:16.827297,30,23,118.42,34,5,0
143,2026-02-17 10:26:16.827297,49,51,15.77,42,9,1
144,2026-02-27 10:26:16.827297,24,59,186.88,46,6,1
145,2026-02-06 10:26:16.827297,39,56,141.01,30,6,1
146,2026-02-12 10:26:16.827297,45,19,138.54,26,5,0
147,2026-02-26 10:26:16.827297,19,32,50.98,10,3,0
148,2026-02-26 10:26:16.827297,59,30,135.19,48,8,1
149,2026-02-05 10:26:16.827297,23,29,84.83,48,5,0
150,2026-02-14 10:26:16.827297,45,49,133.73,37,3,0
151,2026-02-14 10:26:16.827297,45,45,30.25,4,2,0
152,2026-02-28 10:26:16.827297,37,29,134.99,7,3,0
153,2026-02-15 10:26:16.827297,47,30,199.89,33,2,0
154,2026-02-07 10:26:16.827297,28,16,19.16,47,1,0
155,2026-02-18 10:26:16.827297,45,40,195.66,11,4,0
156,2026-02-18 10:26:16.827297,42,19,87.31,37,1,0
157,2026-02-19 10:26:16.827297,56,18,175.44,0,5,0
158,2026-02-25 10:26:16.827297,50,1,158.65,30,2,0
159,2026-02-20 10:26:16.827297,18,14,117.73,3,5,0
160,2026-02-09 10:26:16.827297,44,51,150.31,48,9,1
161,2026-02-17 10:26:16.827297,30,47,176.92,44,8,1
162,2026-02-13 10:26:16.827297,58,50,86.79,49,0,0
163,2026-02-21 10:26:16.827297,20,2,72.14,4,5,1
164,2026-02-17 10:26:16.827297,56,54,136.84,29,8,1
165,2026-02-20 10:26:16.827297,23,28,163.49,23,3,0
166,2026-03-01 10:26:16.827297,25,49,154.83,2,1,0
167,2026-02-15 10:26:16.827297,44,50,161.58,10,3,0
168,2026-03-01 10:26:16.827297,26,30,92.76,44,0,0
169,2026-02-13 10:26:16.827297,54,38,165.39,3,2,0
170,2026-02-12 10:26:16.827297,50,51,32.84,25,9,1
171,2026-02-28 10:26:16.827297,59,4,113.45,26,8,1
172,2026-03-01 10:26:16.827297,41,1,11.09,45,9,1
173,2026-02-06 10:26:16.827297,32,8,71.67,42,4,0
174,2026-02-16 10:26:16.827297,49,29,79.63,26,5,0
175,2026-02-20 10:26:16.827297,49,55,85.27,41,2,0
176,2026-02-24 10:26:16.827297,41,39,142.14,49,4,0
177,2026-02-08 10:26:16.827297,58,3,83.83,5,7,1
178,2026-02-03 10:26:16.827297,29,32,95.25,14,5,0
179,2026-02-03 10:26:16.827297,56,10,55.13,29,3,0
180,2026-02-15 10:26:16.827297,19,10,80.92,41,1,0
181,2026-02-25 10:26:16.827297,20,19,53.18,36,8,1
182,2026-02-21 10:26:16.827297,54,46,23.91,36,0,0
183,2026-02-14 10:26:16.827297,34,34,124.66,41,0,0
184,2026-03-03 10:26:16.827297,19,33,136.96,36,3,0
185,2026-03-01 10:26:16.827297,19,23,127.7,34,6,1
186,2026-02-28 10:26:16.827297,45,55,98.06,22,0,0
187,2026-02-19 10:26:16.827297,40,28,82.16,5,8,1
188,2026-02-26 10:26:16.827297,54,32,174.03,3,3,0
189,2026-02-06 10:26:16.827297,49,50,108.63,17,2,0
190,2026-02-18 10:26:16.827297,50,7,101.04,8,0,0
191,2026-02-27 10:26:16.827297,18,29,14.87,48,9,1
192,2026-02-16 10:26:16.827297,36,8,74.84,28,3,0
193,2026-02-17 10:26:16.827297,19,1,82.24,12,8,1
194,2026-02-17 10:26:16.827297,43,57,85.78,46,9,1
195,2026-02-02 10:26:16.827297,49,55,120.23,16,5,0
196,2026-02-28 10:26:16.827297,23,3,111.38,44,5,0
197,2026-02-24 10:26:16.827297,49,24,125.5,31,0,0
198,2026-02-05 10:26:16.827297,21,23,155.33,47,9,1
199,2026-02-16 10:26:16.827297,28,59,164.47,21,1,0
200,2026-02-04 10:26:16.827297,34,8,146.44,3,5,0
201,2026-02-16 10:26:16.827297,55,54,191.55,4,1,0
202,2026-02-02 10:26:16.827297,41,57,13.46,36,2,0
203,2026-02-28 10:26:16.827297,22,47,47.2,40,3,0
204,2026-02-19 10:26:16.827297,51,37,11.44,48,4,0
205,2026-02-06 10:26:16.827297,23,3,133.02,12,8,1
206,2026-02-04 10:26:16.827297,39,51,180.63,33,3,0
207,2026-02-19 10:26:16.827297,28,33,56.26,44,8,1
208,2026-03-02 10:26:16.827297,33,28,186.14,21,9,1
209,2026-03-01 10:26:16.827297,50,47,21.45,22,2,0
210,2026-02-10 10:26:16.827297,26,8,187.54,2,7,1
211,2026-02-24 10:26:16.827297,23,34,76.81,41,0,0
212,2026-02-08 10:26:16.827297,33,35,29.27,33,8,1
213,2026-02-17 10:26:16.827297,46,32,102.32,31,8,1
214,2026-02-21 10:26:16.827297,20,24,58.79,44,9,1
215,2026-02-23 10:26:16.827297,37,14,64.13,48,1,0
216,2026-02-25 10:26:16.827297,53,32,68.39,20,3,0
217,2026-02-19 10:26:16.827297,36,56,162.57,45,7,1
218,2026-03-02 10:26:16.827297,43,46,112.44,43,6,1
219,2026-02-24 10:26:16.827297,20,43,69.15,20,0,0
220,2026-02-25 10:26:16.827297,36,16,125.96,43,4,0
221,2026-02-08 10:26:16.827297,37,4,146.07,10,6,1
222,2026-02-20 10:26:16.827297,49,52,61.8,38,3,0
223,2026-02-13 10:26:16.827297,24,37,88.57,3,0,0
224,2026-02-25 10:26:16.827297,58,54,33.16,0,8,1
225,2026-02-22 10:26:16.827297,50,21,44.42,27,4,0
226,2026-02-03 10:26:16.827297,57,14,139.41,23,1,0
227,2026-02-07 10:26:16.827297,56,31,44.47,34,7,1
228,2026-02-16 10:26:16.827297,35,55,109.78,12,1,0
229,2026-03-01 10:26:16.827297,57,48,144.72,46,2,0
230,2026-02-02 10:26:16.827297,18,18,30.31,33,9,1
231,2026-02-22 10:26:16.827297,28,7,117.79,10,0,0
232,2026-02-26 10:26:16.827297,45,10,58.75,35,1,0
233,2026-02-14 10:26:16.827297,42,7,192.96,16,6,1
234,2026-02-14 10:26:16.827297,40,33,101.87,34,9,1
235,2026-02-27 10:26:16.827297,48,23,163.14,17,1,0
236,2026-02-11 10:26:16.827297,47,21,114.54,39,5,0
237,2026-02-03 10:26:16.827297,59,19,18.25,21,2,0
238,2026-02-25 10:26:16.827297,52,48,130.3,23,3,0
239,2026-02-04 10:26:16.827297,24,19,190.77,18,7,1
240,2026-03-02 10:26:16.827297,33,36,124.31,36,2,0
241,2026-02-21 10:26:16.827297,43,29,165.65,38,9,1
242,2026-02-02 10:26:16.827297,19,18,178.0,20,5,0
243,2026-02-19 10:26:16.827297,18,2,53.34,7,0,0
244,2026-02-09 10:26:16.827297,29,1,50.29,27,6,1
245,2026-02-27 10:26:16.827297,22,47,126.09,4,7,1
246,2026-02-02 10:26:16.827297,54,5,88.1,16,7,1
247,2026-02-26 10:26:16.827297,49,20,169.57,36,2,0
248,2026-02-08 10:26:16.827297,26,11,181.0,35,9,1
249,2026-02-06 10:26:16.827297,58,42,77.15,18,0,0
250,2026-02-03 10:26:16.827297,52,2,55.01,26,8,1
251,2026-02-18 10:26:16.827297,36,3,158.3,33,5,0
252,2026-02-20 10:26:16.827297,33,23,62.21,10,8,1
253,2026-02-28 10:26:16.827297,20,55,166.3,44,6,1
254,2026-02-03 10:26:16.827297,37,12,90.51,46,0,0
255,2026-02-09 10:26:16.827297,41,20,136.83,11,0,0
256,2026-02-26 10:26:16.827297,50,5,28.15,20,5,0
257,2026-02-22 10:26:16.827297,41,37,128.53,10,4,0
258,2026-02-14 10:26:16.827297,28,38,95.84,38,8,1
259,2026-02-17 10:26:16.827297,25,30,121.46,27,1,0
260,2026-02-24 10:26:16.827297,53,9,41.92,4,7,1
261,2026-02-06 10:26:16.827297,55,34,150.01,16,4,0
262,2026-02-23 10:26:16.827297,57,53,173.93,19,1,0
263,2026-02-27 10:26:16.827297,37,44,51.18,40,9,1
264,2026-02-22 10:26:16.827297,52,35,28.19,45,5,0
265,2026-02-12 10:26:16.827297,42,52,14.49,11,9,1
266,2026-02-26 10:26:16.827297,52,58,131.97,5,7,1
267,2026-02-16 10:26:16.827297,42,22,125.35,16,3,0
268,2026-02-08 10:26:16.827297,46,44,113.87,18,1,0
269,2026-02-05 10:26:16.827297,35,24,54.07,25,4,0
270,2026-03-01 10:26:16.827297,35,17,84.27,47,1,0
271,2026-02-22 10:26:16.827297,19,10,122.95,43,1,0
272,2026-02-21 10:26:16.827297,52,30,104.39,43,5,0
273,2026-02-21 10:26:16.827297,33,56,197.68,31,9,1
274,2026-02-15 10:26:16.827297,58,59,35.92,5,8,1
275,2026-02-28 10:26:16.827297,53,46,142.08,35,3,0
276,2026-02-28 10:26:16.827297,50,23,86.82,37,5,0
277,2026-02-15 10:26:16.827297,21,32,91.36,10,6,1
278,2026-02-23 10:26:16.827297,50,17,146.34,32,5,0
279,2026-02-13 10:26:16.827297,31,50,141.56,23,7,1
280,2026-02-27 10:26:16.827297,38,51,198.34,22,3,0
281,2026-02-10 10:26:16.827297,37,17,34.39,14,0,0
282,2026-02-08 10:26:16.827297,25,14,29.78,26,6,1
283,2026-02-26 10:26:16.827297,24,9,147.62,10,2,0
284,2026-03-01 10:26:16.827297,20,40,119.89,49,5,0
285,2026-02-10 10:26:16.827297,34,2,62.09,16,1,0
286,2026-03-03 10:26:16.827297,50,45,25.09,13,8,1
287,2026-02-12 10:26:16.827297,29,25,26.28,26,0,0
288,2026-02-10 10:26:16.827297,39,39,179.9,17,5,0
289,2026-02-16 10:26:16.827297,39,9,46.45,27,5,0
290,2026-02-09 10:26:16.827297,47,54,71.44,46,4,0
291,2026-02-21 10:26:16.827297,55,22,53.06,46,4,0
292,2026-02-19 10:26:16.827297,55,43,77.45,3,0,0
293,2026-02-05 10:26:16.827297,25,46,23.19,6,9,1
294,2026-02-22 10:26:16.827297,44,4,108.62,44,4,0
295,2026-03-01 10:26:16.827297,44,26,22.85,34,1,0
296,2026-02-23 10:26:16.827297,51,58,162.07,47,6,1
297,2026-02-04 10:26:16.827297,38,29,54.41,8,2,0
298,2026-02-20 10:26:16.827297,47,45,112.6,7,3,0
299,2026-02-09 10:26:16.827297,50,34,177.22,44,2,0
300,2026-02-18 10:26:16.827297,45,23,133.67,16,2,0
301,2026-03-03 10:26:16.827297,50,37,111.26,16,3,0
302,2026-02-14 10:26:16.827297,22,11,71.62,48,4,0
303,2026-02-15 10:26:16.827297,36,6,73.27,32,0,0
304,2026-02-05 10:26:16.827297,21,18,137.2,31,3,0
305,2026-02-23 10:26:16.827297,52,21,198.89,7,7,1
306,2026-02-23 10:26:16.827297,34,42,135.75,18,9,1
307,2026-02-09 10:26:16.827297,45,36,115.98,37,6,1
308,2026-02-22 10:26:16.827297,47,41,148.82,2,8,1
309,2026-02-13 10:26:16.827297,46,38,98.39,4,4,0
310,2026-02-03 10:26:16.827297,23,34,21.43,12,9,1
311,2026-02-17 10:26:16.827297,52,17,116.84,46,3,0
312,2026-02-27 10:26:16.827297,58,37,191.95,45,7,1
313,2026-02-17 10:26:16.827297,54,25,43.31,30,8,1
314,2026-02-12 10:26:16.827297,41,38,141.1,15,6,1
315,2026-02-09 10:26:16.827297,46,58,48.18,49,6,1
316,2026-02-02 10:26:16.827297,48,12,111.81,31,4,0
317,2026-02-07 10:26:16.827297,52,23,28.37,21,3,0
318,2026-02-04 10:26:16.827297,50,53,95.57,28,9,1
319,2026-03-02 10:26:16.827297,38,42,153.67,21,0,0
320,2026-02-19 10:26:16.827297,49,22,76.04,42,9,1
321,2026-02-08 10:26:16.827297,40,21,136.33,2,9,1
322,2026-02-16 10:26:16.827297,50,27,161.14,9,6,1
323,2026-02-17 10:26:16.827297,20,57,186.16,41,0,0
324,2026-02-07 10:26:16.827297,35,31,54.58,20,0,0
325,2026-02-22 10:26:16.827297,42,6,85.87,15,4,0
326,2026-02-18 10:26:16.827297,59,27,38.96,11,8,1
327,2026-02-22 10:26:16.827297,48,40,198.57,1,5,0
328,2026-02-07 10:26:16.827297,20,34,186.13,40,2,0
329,2026-02-18 10:26:16.827297,57,12,112.59,23,2,0
330,2026-02-06 10:26:16.827297,41,45,169.99,34,6,1
331,2026-02-02 10:26:16.827297,49,57,108.98,29,5,0
332,2026-02-09 10:26:16.827297,39,53,128.48,29,8,1
333,2026-02-23 10:26:16.827297,40,7,26.93,46,5,0
334,2026-02-07 10:26:16.827297,19,10,153.5,34,4,0
335,2026-02-18 10:26:16.827297,44,45,34.27,18,9,1
336,2026-03-01 10:26:16.827297,59,17,166.95,49,6,1
337,2026-02-12 10:26:16.827297,19,26,158.59,7,0,0
338,2026-02-16 10:26:16.827297,43,21,144.66,25,6,1
339,2026-03-02 10:26:16.827297,34,28,16.87,48,2,0
340,2026-02-22 10:26:16.827297,57,58,67.59,39,8,1
341,2026-03-01 10:26:16.827297,50,46,59.99,6,5,0
342,2026-02-21 10:26:16.827297,26,2,78.43,29,8,1
343,2026-02-21 10:26:16.827297,56,54,26.65,6,4,0
344,2026-02-11 10:26:16.827297,46,43,188.02,2,6,1
345,2026-02-11 10:26:16.827297,59,1,115.22,0,3,1
346,2026-02-10 10:26:16.827297,43,51,68.05,35,6,1
347,2026-02-19 10:26:16.827297,52,53,85.43,24,0,0
348,2026-02-25 10:26:16.827297,42,36,94.97,36,6,1
349,2026-02-09 10:26:16.827297,41,51,124.11,0,7,1
350,2026-02-15 10:26:16.827297,30,26,107.98,14,4,0
351,2026-02-02 10:26:16.827297,24,29,184.68,36,1,0
352,2026-03-02 10:26:16.827297,53,21,104.42,12,4,0
353,2026-02-20 10:26:16.827297,37,11,198.51,39,5,0
354,2026-02-07 10:26:16.827297,18,40,171.77,7,1,0
355,2026-02-22 10:26:16.827297,25,11,49.62,4,5,0
356,2026-02-14 10:26:16.827297,33,36,186.81,8,5,0
357,2026-02-10 10:26:16.827297,31,49,32.11,0,0,0
358,2026-02-05 10:26:16.827297,29,59,165.32,35,0,0
359,2026-02-21 10:26:16.827297,40,39,82.32,34,9,1
360,2026-02-16 10:26:16.827297,32,40,176.82,1,2,0
361,2026-02-15 10:26:16.827297,45,35,174.93,39,9,1
362,2026-02-13 10:26:16.827297,51,54,163.13,22,9,1
363,2026-02-14 10:26:16.827297,19,34,160.11,8,2,0
364,2026-03-01 10:26:16.827297,49,55,67.89,33,3,0
365,2026-02-11 10:26:16.827297,40,47,25.37,45,1,0
366,2026-02-05 10:26:16.827297,39,24,86.57,13,8,1
367,2026-02-06 10:26:16.827297,42,54,42.97,3,9,1
368,2026-02-16 10:26:16.827297,39,22,142.04,29,6,1
369,2026-02-26 10:26:16.827297,39,5,75.76,30,6,1
370,2026-02-07 10:26:16.827297,59,56,195.37,37,5,0
371,2026-02-20 10:26:16.827297,23,33,131.78,10,2,0
372,2026-02-21 10:26:16.827297,32,58,166.27,34,5,0
373,2026-02-17 10:26:16.827297,54,36,35.18,7,7,1
374,2026-02-17 10:26:16.827297,50,47,173.78,2,7,1
375,2026-02-16 10:26:16.827297,25,20,185.32,13,8,1
376,2026-02-22 10:26:16.827297,22,19,102.54,12,0,0
377,2026-02-20 10:26:16.827297,56,35,125.19,44,0,0
378,2026-02-04 10:26:16.827297,21,52,155.31,31,2,0
379,2026-02-19 10:26:16.827297,23,43,43.22,33,2,0
380,2026-02-28 10:26:16.827297,49,17,105.49,44,9,1
381,2026-02-25 10:26:16.827297,47,59,85.75,18,7,1
382,2026-02-10 10:26:16.827297,52,45,37.81,37,9,1
383,2026-03-02 10:26:16.827297,57,43,79.83,15,0,0
384,2026-02-06 10:26:16.827297,33,34,22.95,1,1,0
385,2026-02-05 10:26:16.827297,30,9,14.9,39,1,0
386,2026-02-05 10:26:16.827297,59,26,35.68,16,2,0
387,2026-02-05 10:26:16.827297,47,2,192.99,33,5,0
388,2026-02-17 10:26:16.827297,36,53,114.41,41,0,0
389,2026-02-24 10:26:16.827297,34,9,193.51,15,1,0
390,2026-02-25 10:26:16.827297,36,9,92.17,37,0,0
391,2026-02-17 10:26:16.827297,45,40,69.25,1,4,0
392,2026-02-09 10:26:16.827297,43,17,106.17,1,6,1
393,2026-02-18 10:26:16.827297,54,1,93.51,25,7,1
394,2026-02-24 10:26:16.827297,43,25,30.08,12,9,1
395,2026-02-04 10:26:16.827297,40,43,131.76,46,0,0
396,2026-02-20 10:26:16.827297,26,40,51.05,30,6,1
397,2026-02-19 10:26:16.827297,29,42,127.72,33,4,0
398,2026-02-02 10:26:16.827297,18,25,133.54,38,9,1
399,2026-02-21 10:26:16.827297,18,39,38.88,2,0,0
400,2026-02-15 10:26:16.827297,51,35,21.66,7,2,0
401,2026-02-03 10:26:16.827297,49,3,158.34,22,6,1
402,2026-02-15 10:26:16.827297,42,50,97.36,13,9,1
403,2026-02-08 10:26:16.827297,57,37,21.05,26,0,0
404,2026-02-28 10:26:16.827297,18,44,199.02,28,6,1
405,2026-02-11 10:26:16.827297,33,44,20.98,38,4,0
406,2026-02-24 10:26:16.827297,56,51,142.06,38,0,0
407,2026-02-27 10:26:16.827297,22,30,196.9,0,0,0
408,2026-02-06 10:26:16.827297,39,38,55.44,16,0,0
409,2026-02-16 10:26:16.827297,46,34,37.03,40,8,1
410,2026-02-28 10:26:16.827297,20,12,33.06,29,2,0
411,2026-02-04 10:26:16.827297,29,19,67.62,12,4,0
412,2026-02-10 10:26:16.827297,43,37,29.2,20,9,1
413,2026-02-03 10:26:16.827297,33,44,141.51,18,8,1
414,2026-02-17 10:26:16.827297,54,59,21.84,18,5,0
415,2026-02-20 10:26:16.827297,39,59,106.79,24,8,1
416,2026-02-27 10:26:16.827297,46,49,199.37,21,7,1
417,2026-02-02 10:26:16.827297,31,17,164.65,30,7,1
418,2026-02-09 10:26:16.827297,45,10,126.89,16,0,0
419,2026-02-16 10:26:16.827297,22,57,68.19,22,8,1
420,2026-02-18 10:26:16.827297,47,55,128.54,31,5,0
421,2026-02-22 10:26:16.827297,22,49,110.14,9,8,1
422,2026-02-25 10:26:16.827297,29,47,90.96,9,2,0
423,2026-02-19 10:26:16.827297,33,12,34.83,35,2,0
424,2026-02-12 10:26:16.827297,43,16,178.45,7,5,0
425,2026-02-04 10:26:16.827297,43,24,95.46,19,8,1
426,2026-02-03 10:26:16.827297,38,19,46.98,31,6,1
427,2026-02-27 10:26:16.827297,56,8,79.87,49,2,0
428,2026-02-03 10:26:16.827297,53,31,88.68,13,2,0
429,2026-03-01 10:26:16.827297,50,21,167.23,49,1,0
430,2026-02-17 10:26:16.827297,47,17,149.39,27,8,1
431,2026-02-28 10:26:16.827297,54,23,156.17,45,2,0
432,2026-02-17 10:26:16.827297,40,37,12.1,23,4,0
433,2026-02-18 10:26:16.827297,27,54,89.07,14,8,1
434,2026-02-12 10:26:16.827297,22,16,101.46,21,7,1
